book_id,title,user_id,rating,
3,Harry Potter and the Philosopher's Stone,48687,1,
3,Harry Potter and the Philosopher's Stone,49288,5,
3,Harry Potter and the Philosopher's Stone,49289,5,
3,Harry Potter and the Philosopher's Stone,49295,5,
3,Harry Potter and the Philosopher's Stone,49297,5,
3,Harry Potter and the Philosopher's Stone,49298,1,
3,Harry Potter and the Philosopher's Stone,50096,5,
3,Harry Potter and the Philosopher's Stone,50101,5,
3,Harry Potter and the Philosopher's Stone,50102,5,
3,Harry Potter and the Philosopher's Stone,50104,5,
3,Harry Potter and the Philosopher's Stone,50133,5,
3,Harry Potter and the Philosopher's Stone,51166,3,
3,Harry Potter and the Philosopher's Stone,51460,2,
3,Harry Potter and the Philosopher's Stone,52036,1,
3,Harry Potter and the Philosopher's Stone,53292,5,
4,Harry Potter and the Goblet of Fire,439,5,
4,Harry Potter and the Goblet of Fire,1169,5,
4,Harry Potter and the Goblet of Fire,2324,5,
4,Harry Potter and the Goblet of Fire,2487,5,
4,Harry Potter and the Goblet of Fire,3739,5,
4,Harry Potter and the Goblet of Fire,3922,4,
4,Harry Potter and the Goblet of Fire,4606,1,
4,Harry Potter and the Goblet of Fire,5115,5,
4,Harry Potter and the Goblet of Fire,5436,5,
4,Harry Potter and the Goblet of Fire,6342,5,
4,Harry Potter and the Goblet of Fire,6630,4,
4,Harry Potter and the Goblet of Fire,8167,5,
4,Harry Potter and the Goblet of Fire,8178,5,
4,Harry Potter and the Goblet of Fire,9246,4,
4,Harry Potter and the Goblet of Fire,10140,4,
4,Harry Potter and the Goblet of Fire,11285,3,
4,Harry Potter and the Goblet of Fire,11691,5,
4,Harry Potter and the Goblet of Fire,11692,5,
4,Harry Potter and the Goblet of Fire,11868,3,
4,Harry Potter and the Goblet of Fire,11945,5,
4,Harry Potter and the Goblet of Fire,12381,5,
4,Harry Potter and the Goblet of Fire,12874,5,
4,Harry Potter and the Goblet of Fire,12946,5,
4,Harry Potter and the Goblet of Fire,13034,4,
4,Harry Potter and the Goblet of Fire,13776,4,
4,Harry Potter and the Goblet of Fire,13794,4,
4,Harry Potter and the Goblet of Fire,14192,4,
4,Harry Potter and the Goblet of Fire,14207,3,
4,Harry Potter and the Goblet of Fire,14546,5,
4,Harry Potter and the Goblet of Fire,14603,5,
4,Harry Potter and the Goblet of Fire,15604,3,
4,Harry Potter and the Goblet of Fire,17228,5,
4,Harry Potter and the Goblet of Fire,17643,5,
4,Harry Potter and the Goblet of Fire,17663,5,
4,Harry Potter and the Goblet of Fire,17984,5,
4,Harry Potter and the Goblet of Fire,18031,5,
4,Harry Potter and the Goblet of Fire,18313,5,
4,Harry Potter and the Goblet of Fire,19526,5,
4,Harry Potter and the Goblet of Fire,19724,5,
4,Harry Potter and the Goblet of Fire,19729,4,
4,Harry Potter and the Goblet of Fire,20406,2,
4,Harry Potter and the Goblet of Fire,20467,4,
4,Harry Potter and the Goblet of Fire,21217,4,
4,Harry Potter and the Goblet of Fire,21228,3,
4,Harry Potter and the Goblet of Fire,21487,5,
4,Harry Potter and the Goblet of Fire,21676,3,
4,Harry Potter and the Goblet of Fire,21733,5,
4,Harry Potter and the Goblet of Fire,23576,5,
4,Harry Potter and the Goblet of Fire,24326,5,
4,Harry Potter and the Goblet of Fire,25164,5,
4,Harry Potter and the Goblet of Fire,25182,5,
4,Harry Potter and the Goblet of Fire,25840,3,
4,Harry Potter and the Goblet of Fire,26579,3,
4,Harry Potter and the Goblet of Fire,26629,4,
4,Harry Potter and the Goblet of Fire,26661,5,
4,Harry Potter and the Goblet of Fire,27499,5,
4,Harry Potter and the Goblet of Fire,27834,5,
4,Harry Potter and the Goblet of Fire,27934,4,
4,Harry Potter and the Goblet of Fire,28767,5,
4,Harry Potter and the Goblet of Fire,29123,3,
4,Harry Potter and the Goblet of Fire,29703,5,
4,Harry Potter and the Goblet of Fire,30283,4,
4,Harry Potter and the Goblet of Fire,30313,5,
4,Harry Potter and the Goblet of Fire,30681,5,
4,Harry Potter and the Goblet of Fire,30944,5,
4,Harry Potter and the Goblet of Fire,32305,5,
4,Harry Potter and the Goblet of Fire,32338,4,
4,Harry Potter and the Goblet of Fire,32592,5,
4,Harry Potter and the Goblet of Fire,32745,4,
4,Harry Potter and the Goblet of Fire,32748,5,
4,Harry Potter and the Goblet of Fire,32918,5,
4,Harry Potter and the Goblet of Fire,32923,5,
4,Harry Potter and the Goblet of Fire,33065,5,
4,Harry Potter and the Goblet of Fire,33697,5,
4,Harry Potter and the Goblet of Fire,33716,4,
4,Harry Potter and the Goblet of Fire,33872,5,
4,Harry Potter and the Goblet of Fire,34688,4,
4,Harry Potter and the Goblet of Fire,36099,5,
4,Harry Potter and the Goblet of Fire,37284,3,
4,Harry Potter and the Goblet of Fire,37834,4,
4,Harry Potter and the Goblet of Fire,39423,5,
4,Harry Potter and the Goblet of Fire,42404,5,
4,Harry Potter and the Goblet of Fire,43985,5,
4,Harry Potter and the Goblet of Fire,44243,3,
4,Harry Potter and the Goblet of Fire,44397,5,
4,Harry Potter and the Goblet of Fire,45269,5,
4,Harry Potter and the Goblet of Fire,46482,5,
4,Harry Potter and the Goblet of Fire,47411,4,
4,Harry Potter and the Goblet of Fire,47730,5,
4,Harry Potter and the Goblet of Fire,47800,5,
4,Harry Potter and the Goblet of Fire,48482,3,
4,Harry Potter and the Goblet of Fire,48559,5,
4,Harry Potter and the Goblet of Fire,48687,5,
4,Harry Potter and the Goblet of Fire,49298,5,
4,Harry Potter and the Goblet of Fire,50102,5,
4,Harry Potter and the Goblet of Fire,51460,5,
4,Harry Potter and the Goblet of Fire,51838,4,
4,Harry Potter and the Goblet of Fire,52036,3,
4,Harry Potter and the Goblet of Fire,53245,5,
4,Harry Potter and the Goblet of Fire,53292,5,
5,A Short History of Nearly Everything,314,4,
5,A Short History of Nearly Everything,1169,5,
5,A Short History of Nearly Everything,1952,5,
5,A Short History of Nearly Everything,2324,5,
5,A Short History of Nearly Everything,2487,3,
5,A Short History of Nearly Everything,2900,5,
5,A Short History of Nearly Everything,3022,1,
5,A Short History of Nearly Everything,3662,4,
5,A Short History of Nearly Everything,3739,5,
5,A Short History of Nearly Everything,3922,2,
5,A Short History of Nearly Everything,5115,3,
5,A Short History of Nearly Everything,5461,5,
5,A Short History of Nearly Everything,6342,5,
5,A Short History of Nearly Everything,6630,3,
5,A Short History of Nearly Everything,7001,5,
5,A Short History of Nearly Everything,8167,4,
5,A Short History of Nearly Everything,8370,3,
5,A Short History of Nearly Everything,9246,3,
5,A Short History of Nearly Everything,10111,5,
5,A Short History of Nearly Everything,10246,4,
5,A Short History of Nearly Everything,10402,4,
5,A Short History of Nearly Everything,10944,3,
5,A Short History of Nearly Everything,11691,5,
5,A Short History of Nearly Everything,11692,4,
5,A Short History of Nearly Everything,11868,3,
5,A Short History of Nearly Everything,11927,5,
5,A Short History of Nearly Everything,11945,4,
5,A Short History of Nearly Everything,12381,4,
5,A Short History of Nearly Everything,12476,5,
5,A Short History of Nearly Everything,12874,4,
5,A Short History of Nearly Everything,12946,5,
5,A Short History of Nearly Everything,13034,4,
5,A Short History of Nearly Everything,13776,4,
5,A Short History of Nearly Everything,13794,2,
5,A Short History of Nearly Everything,14546,2,
5,A Short History of Nearly Everything,14603,4,
5,A Short History of Nearly Everything,15547,2,
5,A Short History of Nearly Everything,17228,5,
5,A Short History of Nearly Everything,17643,2,
5,A Short History of Nearly Everything,17663,5,
5,A Short History of Nearly Everything,18031,5,
5,A Short History of Nearly Everything,18313,2,
5,A Short History of Nearly Everything,19526,4,
5,A Short History of Nearly Everything,19724,5,
5,A Short History of Nearly Everything,19729,4,
5,A Short History of Nearly Everything,20406,5,
5,A Short History of Nearly Everything,20467,4,
5,A Short History of Nearly Everything,21217,4,
5,A Short History of Nearly Everything,21228,4,
5,A Short History of Nearly Everything,21487,5,
5,A Short History of Nearly Everything,21676,4,
5,A Short History of Nearly Everything,21733,4,
5,A Short History of Nearly Everything,22602,5,
5,A Short History of Nearly Everything,23576,5,
5,A Short History of Nearly Everything,24499,3,
5,A Short History of Nearly Everything,25164,4,
5,A Short History of Nearly Everything,25182,5,
5,A Short History of Nearly Everything,25840,3,
5,A Short History of Nearly Everything,26629,5,
5,A Short History of Nearly Everything,26661,5,
5,A Short History of Nearly Everything,27499,5,
5,A Short History of Nearly Everything,27834,4,
5,A Short History of Nearly Everything,28158,4,
5,A Short History of Nearly Everything,28767,2,
5,A Short History of Nearly Everything,29703,5,
5,A Short History of Nearly Everything,29819,2,
5,A Short History of Nearly Everything,30681,3,
5,A Short History of Nearly Everything,30944,4,
5,A Short History of Nearly Everything,32338,3,
5,A Short History of Nearly Everything,32635,3,
5,A Short History of Nearly Everything,32748,4,
5,A Short History of Nearly Everything,32923,5,
5,A Short History of Nearly Everything,33065,4,
5,A Short History of Nearly Everything,33697,5,
5,A Short History of Nearly Everything,33716,4,
5,A Short History of Nearly Everything,33872,4,
5,A Short History of Nearly Everything,34688,3,
5,A Short History of Nearly Everything,36099,3,
5,A Short History of Nearly Everything,37284,2,
5,A Short History of Nearly Everything,38798,2,
5,A Short History of Nearly Everything,39423,2,
5,A Short History of Nearly Everything,41074,3,
5,A Short History of Nearly Everything,42404,3,
5,A Short History of Nearly Everything,44243,2,
5,A Short History of Nearly Everything,44397,5,
5,A Short History of Nearly Everything,45269,4,
5,A Short History of Nearly Everything,45493,5,
5,A Short History of Nearly Everything,45554,5,
5,A Short History of Nearly Everything,46139,4,
5,A Short History of Nearly Everything,46421,5,
5,A Short History of Nearly Everything,46482,5,
5,A Short History of Nearly Everything,47800,3,
5,A Short History of Nearly Everything,48559,3,
5,A Short History of Nearly Everything,48687,5,
5,A Short History of Nearly Everything,49298,2,
5,A Short History of Nearly Everything,50104,5,
5,A Short History of Nearly Everything,51166,4,
5,A Short History of Nearly Everything,51838,4,
5,A Short History of Nearly Everything,52036,4,
5,A Short History of Nearly Everything,53292,5,
6,The Hobbit and The Lord of the Rings,173,5,
6,The Hobbit and The Lord of the Rings,314,5,
6,The Hobbit and The Lord of the Rings,725,5,
6,The Hobbit and The Lord of the Rings,2077,2,
6,The Hobbit and The Lord of the Rings,2171,5,
6,The Hobbit and The Lord of the Rings,3662,5,
6,The Hobbit and The Lord of the Rings,5379,5,
6,The Hobbit and The Lord of the Rings,6016,5,
6,The Hobbit and The Lord of the Rings,8440,4,
6,The Hobbit and The Lord of the Rings,8612,4,
6,The Hobbit and The Lord of the Rings,9195,3,
6,The Hobbit and The Lord of the Rings,9246,2,
6,The Hobbit and The Lord of the Rings,9722,5,
6,The Hobbit and The Lord of the Rings,10727,5,
6,The Hobbit and The Lord of the Rings,11599,4,
6,The Hobbit and The Lord of the Rings,11691,3,
6,The Hobbit and The Lord of the Rings,11927,5,
6,The Hobbit and The Lord of the Rings,12476,4,
6,The Hobbit and The Lord of the Rings,13282,5,
6,The Hobbit and The Lord of the Rings,14222,4,
6,The Hobbit and The Lord of the Rings,14285,4,
6,The Hobbit and The Lord of the Rings,15318,4,
6,The Hobbit and The Lord of the Rings,16569,5,
6,The Hobbit and The Lord of the Rings,16913,5,
6,The Hobbit and The Lord of the Rings,17329,5,
6,The Hobbit and The Lord of the Rings,17405,4,
6,The Hobbit and The Lord of the Rings,17984,4,
6,The Hobbit and The Lord of the Rings,18031,1,
6,The Hobbit and The Lord of the Rings,18179,1,
6,The Hobbit and The Lord of the Rings,18199,5,
6,The Hobbit and The Lord of the Rings,18316,5,
6,The Hobbit and The Lord of the Rings,18361,5,
6,The Hobbit and The Lord of the Rings,18550,4,
6,The Hobbit and The Lord of the Rings,18798,4,
6,The Hobbit and The Lord of the Rings,18957,5,
6,The Hobbit and The Lord of the Rings,20076,4,
6,The Hobbit and The Lord of the Rings,20782,4,
6,The Hobbit and The Lord of the Rings,21228,4,
6,The Hobbit and The Lord of the Rings,22212,4,
6,The Hobbit and The Lord of the Rings,22534,3,
6,The Hobbit and The Lord of the Rings,24326,5,
6,The Hobbit and The Lord of the Rings,25030,3,
6,The Hobbit and The Lord of the Rings,26146,3,
6,The Hobbit and The Lord of the Rings,26244,5,
6,The Hobbit and The Lord of the Rings,26398,4,
6,The Hobbit and The Lord of the Rings,26942,4,
6,The Hobbit and The Lord of the Rings,28158,3,
6,The Hobbit and The Lord of the Rings,28831,4,
6,The Hobbit and The Lord of the Rings,29031,4,
6,The Hobbit and The Lord of the Rings,29644,5,
6,The Hobbit and The Lord of the Rings,29689,3,
6,The Hobbit and The Lord of the Rings,30601,5,
6,The Hobbit and The Lord of the Rings,30879,5,
6,The Hobbit and The Lord of the Rings,31001,4,
6,The Hobbit and The Lord of the Rings,31305,4,
6,The Hobbit and The Lord of the Rings,31760,4,
6,The Hobbit and The Lord of the Rings,32419,4,
6,The Hobbit and The Lord of the Rings,32635,5,
6,The Hobbit and The Lord of the Rings,32923,4,
6,The Hobbit and The Lord of the Rings,33119,5,
6,The Hobbit and The Lord of the Rings,33147,5,
6,The Hobbit and The Lord of the Rings,33207,4,
6,The Hobbit and The Lord of the Rings,33872,2,
