ProductID,UserID,Rating,Text
862,AVqkEM34QMlgsOJE6e8q,1,it's too bad the picture online has the model tucking it into the skirt because you can't see the ruching across the front.
862,AVpfIfGA1cnluZ0-emyp,2,Good not that great .No lining ..will get better one if u spend 50rs more in the local market or in the mall
862,AVpfIfGA1cnluZ0-emyp,5,I love this top. i wear it all the time. the problem is that you can tell i wear it all the time as the fabric has started to fade. i'd still recommend it as it is so comfortable.
823,AVpfpK8KLJeJML43BCuD,5,"Very comfortable, material is good, cut out on sleeves flattering"
910,AVpfIfGA1cnluZ0-emyp,5,"This sweater is perfect for fall...it's roomy, warm, super comfy and the color really pops."
862,AVpfpK8KLJeJML43BCuD,5,Really cute top! the embroidery on the collar & bib of this top is beautiful and unique.
6969,B00BV5FHKG,3,milk got spoiled when we boiled it. not upto the mark.
9696,B00BV5FHKG,5,Very convenient to store. One does't need to buy every day & assured quality. Curd is fantastic. I store 10ltrs & forget for 15 days.
9696,B00BV5FHKG,1,I got the expired pack..
9696,B00BV5FHKG,5,"Tastes like normal pouch bag milk. Feels no difference unlike other brands which though taste good, sometimes are a lot thicker to seem real milk."
9696,B00BV5FHKG,5,Got it for little less than ₹ 50Value for money in this price.
333,B00BV5FHKG,1,Never buy this.. giving duplicate product..its not original ghee rather mixture of oil and vanaspati..no aroma on cooking..taste too bad...and smells on heating
333,B00BV5FHKG,1,"I ordered for patangali 2 1 leter pouches,,but 1 is correct weight and another is less waight"
333,B00BV5FHKG,3,I am not satisfied with the quality of Ghee. It doesn't have any smell and it's very iight.
333,B00BV5FHKG,1,This product is worst...They are using duplicate ghee in this parcel...They mixed many other things in ghee...I threw it outside...Hate this
444,B00BV5FHKG,1,Very bad. No smell at all.wasted my money.
444,B00BV5FHKG,3,"It's good, but to me while using it sometimes it cause faceburn(slightly). My skin is highly sensitive, may be its bcoz of that"
444,B00BV5FHKG,5,Very good product it softens skin and give glow good moisturizer too
8001,B00BV5FHKG,5,Nice herbal product.
8001,B00BV5FHKG,5,"It's is a perfect remedy of skin issues like rashes, pigmentation."
8001,B01CJUK8PU,1,"Well, Amul product is nice n trustworthy but only point is that this product was delivered to us when it was reaching about its expiry date"
369,AVph0EeEilAPnD_x9myq,3,"Amul panner was good, but found Nandini (KMF) panner was more goid/tasty"
369,AVqkEM34QMlgsOJE6e8q,1,"It is not good quality, it is very hard paneer"
1095,AVph0EeEilAPnD_x9myq,5,"Amul all the way I don't think it needs a review the name speaks for itself.. And Amazon, as usual, was good and prompt in services"
1095,AVph0EeEilAPnD_x9myq,5,Delivered in cold box! Bravo.
369,AVpfpK8KLJeJML43BCuD,4,"Taste is better than competitors. My kids love it more than Britannia , GO cheese and Milky mist."
910,AVph0EeEilAPnD_x9myq,5,"Amul's famous slogan, and ofcourse my favourite too...""Utterly Butterly Delicious AMUL"""
9696,AVpfpK8KLJeJML43BCuD,4,Good quality. Rates should be 30% less.
858,AVph0EeEilAPnD_x9myq,5,Another amazing product from amul and amazing delivery by amazon now delivery team
910,AVph0EeEilAPnD_x9myq,5,Nice flavor and melts easily .. perfect slices for making pizza
858,AVqkEM34QMlgsOJE6e8q,4,Okay product. Nothing special. Normal.
9696,AVph0EeEilAPnD_x9myq,4,Good for quick breakfast with bread
89,AVph0EeEilAPnD_x9myq,3,Leaves you hairs dry after wash. Compulsary to use conditioner.
684,AVpfpK8KLJeJML43BCuD,5,Made in bharat and we r proud of it...no harmful chemicals and affordable price
684,AVph0EeEilAPnD_x9myq,5,Superb shampoo so soft n delicate on hair. Been using for years
89,AVpfpK8KLJeJML43BCuD,5,Wonderful product. Using little produces enough lather.
9696,AVph0EeEilAPnD_x9myq,5,already used earlier. good item. no issue i felt. thanks
444,AVqkIdntQMlgsOJE6fuB,5,"It's not highly perfumed, does wat an ayurvedic shampoo can do, don't expect too much, it's just a shampoo, with natural ingredients, not magic serum."
777,AVpgdkC8ilAPnD_xsvyi,2,Why these products so costly and secondly delivery charges too high and how to take them not mentioned clearly very confusing
89,AVpgdkC8ilAPnD_xsvyi,5,Undoubtedly the best cows milk we have ever tasted out of a Milk carton. Creamy and delicious.
684,AVzvXXwEvKc47QAVfRhx,1,The packet is torn and it seems eaten by eat. Shocked to see such poor quality check before delivery. Kindly replace or refund
697,AVpgdkC8ilAPnD_xsvyi,5,Its Maggi!!..what's not to like??Got it for Rs.109 during the Great Indian Festival.The package arrived in a good condition and was delivered within 24 hours.✌
767,AV1YnR7wglJLPUi8IJmi,2,Free Tiffin Box not provised which was mentioned on Packed. Not expected.
823,AVzvXXwEvKc47QAVfRhx,1,"Out 2 ine was damaged it was torm and the powder coming out of it, no return policy"
847,AVph0EeEilAPnD_x9myq,3,"Useful energizer, mild orange flavour."
853,AVqkIdntQMlgsOJE6fuB,5,Very nice quality product and quick delivery.
858,AVpgdkC8ilAPnD_xsvyi,5,I'm very happy whit this prdodct Orange glocondi favour
862,AVpgdkC8ilAPnD_xsvyi,3,Feel artificial
910,AVzvXXwEvKc47QAVfRhx,5,Good product
949,AVpgdkC8ilAPnD_xsvyi,1,Product is not seal pack. It was already opened.
1002,AV1YnR7wglJLPUi8IJmi,5,Good for summer
1003,AVpgdkC8ilAPnD_xsvyi,1,Guys... pls dont buy this.. this is not original titan watches.. this is first copy watches.. the pacKaging is really bad..
1049,AVqkEM34QMlgsOJE6e8q,5,Just wowww
89,B00R60PBTC,1,Useless
444,B00R60PBTC,5,Too good
89,B00R60PBTC,5,The tea is light in flavour but tastes good... people who prefer having strong flavour of tea will not like this...
9696,B00R60PBTC,5,Excellent dilute out of premix tried till time. Good test perfect no difference found compare to daily tea prepared with tea milk sugar and masala
9696,B00R60PBTC,5,"I love the taste of this flavour.. Easy to make, hope they bring larger packs with 100 sachets or something."
89,B00R60PBTC,3,"very light tea. At similar prices, very good flavoured tea is available. got it wrong bcoz of the brand name"
89,B00R60PBTC,5,Good tea at a good price.
9696,B00R60PBTC,1,Worst Taste Ever nowhere near to my office godrej cardimon tea machine.
1077,B00R60PBTC,2,Ok . Not a strong taste
1080,B00R60PBTC,5,Good packaging nice flavour
1077,B00R60PBTC,1,IT TASTES LIKE CARDAMMOM POWDER AND GINER
1080,B00R60PBTC,1,"No scope provided, jar quotes that use of the scope provided but didnt receive any measuring scope"
444,B00R60PBTC,5,Nice flavour
777,B00R60PBTC,5,I am regular customer of society instant tea
444,AVsRjfwAU2_QcyX9PHqe,5,Thick cow milk. Very tasty. Comparable with Amul Gold in thickness. Although this is cow milk and not buffalo milk. Tastes better than toned milk.
444,AVqkIdntQMlgsOJE6fuB,1,Spoilt milk
1077,AVsRjfwAU2_QcyX9PHqe,5,Best carton milk available in market.
1080,AVqkIdntQMlgsOJE6fuB,1,"Worst ghee that is coming in Market. It tastes, smells and looks like dalda. I am sure its 100% dalda"
1077,AVsRjfwAU2_QcyX9PHqe,5,"No matter what you think of Patanjali.But some products are just too good. The best of them is this ghee.The smell, taste and quality."
1080,B00ULPQTXQ,1,I ordered amul fresh creme it was just look like this when I opened the package I didn't even used it once ...so regretful for buying this product
1077,B00ULPQTXQ,4,General product but do check the manufacturing & expiry dates.
1080,B00ULPQTXQ,5,"I tried making whipping cream with it and it really turned out well, used it for cake decoration and it turned out really well 👌🏻😊"
853,B00ULPQTXQ,5,It is very good product to add creaminess and texture to add to dishes. The taste is very nice.
858,B00ULPQTXQ,4,Good and Tasty
862,B00ULPQTXQ,5,Cool packaging and fresh product.
910,B00ULPQTXQ,5,Very good product amul✔️
949,B00ULPQTXQ,1,I NOT LIKED IT.
1002,B00ULPQTXQ,1,"Looks like a spoiled / duplicate product , packing date is 15th May 2020 the product isn't expired one"
1003,B00ULPQTXQ,2,"Bad quality. I think Amul made this low quality product for online shopping perpose only. Amul ghee from local shop, in tin container is GOOD."
9696,B00ULPQTXQ,1,Poor quality..Seems as was adulterated..Fake product
9696,B00ULPQTXQ,1,Big name duplicate product bad smell bad taste bad packing Zero value for moneyWorst ghee i purchased worst then refinedPRUDUCT MUST NOT BE SILD IN AMAZON.
1077,B00ULPQTXQ,5,This is a fantastic product and my whole family is fond of this product. We have been using this for ages (from Nutramul period).
1080,B00ULPQTXQ,5,The Best Health Drink for the whole family.Amul Pro is the only Health Drink available in the market at most economical Price Tag.And that too Made in India by Amul.
684,B00ULPQTXQ,4,"Due to price reason, I doubt it's effectiveness. Though I trust Amul a lot. Waiting for results. As far as flavour is concerned, it's awesome."
697,B00ULPQTXQ,3,Taste is nice but i think malt win is better than this
767,B00ULPQTXQ,5,My children love its taste and flavor. It does not appear to leave fake color in milk like other products.
444,B00ULPQTXQ,5,"One of the best products, highly recommended."
684,B00ULPQTXQ,5,My daughter loves this drink. It tastes delicious n is very healthy too.
697,B00ULPQTXQ,5,"good and tasty, I feel the bournvita is over hyped due to advertisement"
767,B012SPKP9U,3,Too sweet
1077,B012SPKP9U,5,"Make sure amazon delivers you a fresh productI had issues with the month of packaging and all but as far as product is concerned, its really good."
1080,B012SPKP9U,5,The paper boat juices are excellent but poor availability on Amazon.Packet received totally damaged.
684,B012SPKP9U,4,It's all perfect except the price per ltr of this aamras if it was around 120Rs/ltr then it would be nice.
949,B012SPKP9U,4,"This is not like maaza,I drink maaza a lot but this is very thick of mango juice.Pour into glass and drink"
949,B012SPKP9U,5,"It comes with a delicious taste,you can consume it directly or you can decorate cake with these delicious candies,highly recommended."
949,B012SPKP9U,5,"It's a vegetarian products , we can also consumed it directly . It so much tasty .Delicious in taste."
444,B012SPKP9U,5,Very good buy of a very good product. Best tooti frooti I have bought till now.
684,B012SPKP9U,5,Got it for 160/- 100% value for money taste was like original coco cola packaging was also good
697,B012SPKP9U,5,Love Coke!Yes the cans were great and at a good price too
767,B012SPKP9U,1,"Out of 6 cans, 5 were puffed and one was a sealed but EMPTY can 😡 photos and videos attached. Highly disappointed. Please refund my money"
823,B012SPKP9U,5,got in 210 rs quick delivery n affordable price thanks amazon product delivered without getting a little scratch
847,B012SPKP9U,5,Best packing for this type of the product and Also...the quality of the product...👍👍👍
853,B012SPKP9U,5,Taste is very good. I got it in just 168/- Good taste and juice consumption is a good practice for health !
1077,AVsRjfwAU2_QcyX9PHqe,5,Awesome hai 👌👌👌
1080,AVsRjfwAU2_QcyX9PHqe,5,I have gifted this to my bf. He loved it
333,AVqkIdntQMlgsOJE6fuB,5,Its fastrack at its best..... Amazing watch and stylish also...its pure value for money...
8001,AVqkIdntQMlgsOJE6fuB,5,Looking nice
949,AVqkIdntQMlgsOJE6fuB,5,Awesome
1080,AVqkIdntQMlgsOJE6fuB,5,Good product.
444,AVqkIdntQMlgsOJE6fuB,5,Always been our favourite accompaniment with our evening tea
949,AVsRjfwAU2_QcyX9PHqe,5,Good as usual
1080,AVqVGZNvQMlgsOJE6eUY,5,Excellent taste
333,AVpfwS_CLJeJML43DH5w,4,Makes a good tea time snack.
8001,AVphgVaX1cnluZ0-DR74,5,Great taste of 50:50 rocks
1077,AVqVGZN9QMlgsOJE6eUZ,1,All were broken
1080,AVpftoij1cnluZ0-p5n2,1,Biscuits is dust
949,AVqkIhxunnc1JgDc3kg_,5,Flavour very good.. difficult to resist...
949,AVpfIfGA1cnluZ0-emyp,5,"I have practically grown up eating this sugar coated delight, never fails for me."
949,AVpfIfGA1cnluZ0-emyp,5,"Mast hain boss, one of my fav. These are made of flour so easy to digest. Kids will love it too. For sure recommended."
9696,AVpfIfGA1cnluZ0-emyp,5,Full natural sandal smell
333,AVpfIfGA1cnluZ0-emyp,5,Nothing
8001,AVpfIfGA1cnluZ0-emyp,5,A little longer stick would be better.
767,AVpgdkC8ilAPnD_xsvyi,1,No return and replaceAdd more tex
823,AVpgdkC8ilAPnD_xsvyi,5,Been using it for 45 years . The best soap ever .
847,AVpgdkC8ilAPnD_xsvyi,5,Fantastic
853,AVpgdkC8ilAPnD_xsvyi,5,Long lasting freshness throughout the day.
858,AVpgdkC8ilAPnD_xsvyi,5,My preferred soap
862,AVpfIfGA1cnluZ0-emyp,4,Super Product
910,AVpfIfGA1cnluZ0-emyp,5,"Best soothing, cooling fragrance for hot summer months. Soap leaves skin relatively dry which is ideal for hot and humid summer months in Delhi"
949,B01CJUK8PU,4,Super watch from Amazon But very weight not for daily use
1077,AVpfIfGA1cnluZ0-emyp,4,"Nice product and, cool looking must buy everyone Prefer to buy under 2k"
1080,AVpfIfGA1cnluZ0-emyp,5,Perfect look. Bought for my friend. Color combination is so fab. It goes with Indian & western outfits. Having both casual and professional look. Amazing product.
1002,AVpfIfGA1cnluZ0-emyp,5,Its a nice product for men. I ordered this watch for my uncle. He was very happy after wearing this watch. He loved it.
369,AVpfIfGA1cnluZ0-emyp,3,"Good..bt last day of every month showing incorrect date (30,31)"
910,AVpfIfGA1cnluZ0-emyp,4,I like the day & date system of this watch . But the leather belt of this watch is not sogood . The belt could have been more soft .
444,AVpfIfGA1cnluZ0-emyp,5,Watch is beautiful but container wasn't :(
9696,AVphLY7v1cnluZ0-_Ty0,4,The name speaks for itself.
444,AVphLY7v1cnluZ0-_Ty0,2,"Titen watch is good ,but ladher belt quality very poor, and length very short, and ladher belt is cracking after 5 months"
858,AVphLY7v1cnluZ0-_Ty0,5,Worth it nice and heavy look
862,AVphLY7v1cnluZ0-_Ty0,5,"Gifted to my dad, and he loved this watch."
949,AVphLY7v1cnluZ0-_Ty0,5,"Super watch , with a nice gold metal .Feels very strong .Awesome .love #titan."
949,AVphLY7v1cnluZ0-_Ty0,5,Just Awssm..Value For Money..Really Happy..
949,AVphLY7v1cnluZ0-_Ty0,5,It's really good products
910,AVphLY7v1cnluZ0-_Ty0,5,Amazing fragrance
1077,AVphLY7v1cnluZ0-_Ty0,5,Just 👌
1080,B00BV5FHKG,5,Good !!!!!!!
444,B00BV5FHKG,1,Fack product.. Money westeg
858,B00BV5FHKG,1,Bakwas product ...jab product mere pass aya ..date par ho chuka Tha ....Baby ke sath Kyu khel rahe ho ...Amazon ......
862,B00BV5FHKG,3,"Out of 2 baby powder packs I ordered, quanity of one pack is genuinely less than the other one. It's strange. Products are genuine though."
853,B00BV5FHKG,1,"This product fake,not a Himalaya ProductPlease don’t buy this powder"
9696,B00BV5FHKG,3,Why free article not delivered/provided along product where it is clearly mentioned on bottle that free body lotion 100ml and not for individual sale?
910,B00BV5FHKG,4,Best product for kids
949,B00BV5FHKG,5,Totally satisfied with the product.Value for money.Manufacturing date was of August and I ordered in October and I got the fresh product.. totally satisfied..
910,B00BV5FHKG,5,"I ordered it for a friend, and after she opened it, she really loved it. Great package, every item is as it was descripted on amazon site."
949,B00BV5FHKG,5,"Satisfied,Value for 💰Get in Sale ₹570=9itemsIn good condition(Mf Date-06/2019)U can gift for a baby.."
858,B00R60PBTC,3,All items in the box contains dust. Soap wrappers teared. Basket has manufacturing defect and item was damaged during the transportation.
862,B00R60PBTC,4,For Kids -3
853,B00R60PBTC,1,"About that Himalaya cream, I would like to share that this product is not recent manufacturing."
1080,B00R60PBTC,3,Won’t suggest it to people having very dry skin like mine.Good for normal to oily skin. Gets absorbed instantly.My skin needs something greasy as it’s very dry.
777,B00R60PBTC,5,Another amazing product from Himalaya nonsticky with lovely fragrance ... I m using it from long n happy with it
89,B00R60PBTC,5,good and best gift
684,B00R60PBTC,5,I bought it for RS. 110. At this price it's very good. Good package.
697,B012SPKP9U,5,Nicely packed juices...very presentable & good option for gifting
767,B012SPKP9U,5,Good productI got only in rupees.... 119
823,B012SPKP9U,5,It's nice gift pack. Packing is good.
1080,B012SPKP9U,2,Taste not good.
777,B012SPKP9U,1,"Returned as the product was of manufactured in june and i have buy this on 2nd oct, expired one."
89,B012SPKP9U,4,"Seems to be a monopoly. No competitor that’s why charging so much.But yes., adds a reason to have a boaring food with ease"
684,B012SPKP9U,5,I like this tea. But sir you have charged Rs 400 but it is avilable in market for Rs 320 or 325. Please give me the required refund. I shall be thankful to you.
697,B012SPKP9U,3,No comments when it's a Tata product. Best amongst the best only. But what about Amazon service.
767,AVqVGZNvQMlgsOJE6eUY,3,I paid ₹315 for this pack which has price ₹310
823,AVqVGZNvQMlgsOJE6eUY,4,Good full value of money
444,AVqVGZNvQMlgsOJE6eUY,4,Flavour of this tea is goodIt includes little leafs you can see them in itMust try tea
777,AVqVGZNvQMlgsOJE6eUY,5,"This is best quality tea for daily use at cheap rate. Very fast,next day delivery by Amazon pantry."
89,AVqVGZNvQMlgsOJE6eUY,5,There is no other equivalent brand available in the market. Have been using for 5 years on 2 occasions in a year for friends and relatives and they are happy.
858,AVqVGZNvQMlgsOJE6eUY,5,Amazing flavour... Was searching in all the shops during this covid period but I could not find any one in the market so decided to buy in Amazon and was so happy
862,AVqVGZNvQMlgsOJE6eUY,1,BEWARE BEFORE BUYING IT'S JUST ABOUT TO EXPIRE I'VE RECEIVED IT ON 26JULY
9696,AVqVGZNvQMlgsOJE6eUY,4,My family likes the taste. This is the monthly savings pack. I brought 499/1.5 kg in some deal going on.
697,AVphgVaX1cnluZ0-DR74,5,Tasty Tea with Natural Flovour
1080,AVphgVaX1cnluZ0-DR74,5,no second thought
777,AVphgVaX1cnluZ0-DR74,5,The tea is awesome..the taste is Rich and refreshing..I LL definitely buy it again!!
89,B01H70ZVIQ,5,Best quality done first time colour happy to use best streax..well it's rightly said color b care b.. amazing shiny hair
684,B01H70ZVIQ,1,"Tempered product..seal was broken in the developer bottle,shampoo and conditioner..Even ""SHAMPOO""was just oil.. Disappointed.!!!"
697,B01H70ZVIQ,3,It's like other color like Garnier at very high price
767,B01H70ZVIQ,1,"Not suitable , for scalp dandruff will come"
823,B01H70ZVIQ,5,Highly recommended
6969,B01H70ZVIQ,4,It gives this color on lifting your black hair to level 5-6..I guess the streax gems collection is much better than this single tube color
9696,B01H70ZVIQ,1,I have ordered 2 and i have only recipe 1
333,B01H70ZVIQ,5,I have bought this thrice love it!!
8001,B01H70ZVIQ,1,"It being a body mist , when drctly applied to skin gives a burning sensation...it is definitely a duplicate product"
369,B01H70ZVIQ,5,"Nice fragrance....and timely delivered, overall good product...happy to buy"
1095,AVphgVaX1cnluZ0-DR74,5,Amazing. Original. Smart watch. A little heavy watch not for everyday use.
6969,AVphgVaX1cnluZ0-DR74,5,"its very nice and stylist. belt is excellent. but i found its weight 499 g while buying, but its actual weight is 125 g"
9696,AVphgVaX1cnluZ0-DR74,2,"The Back ground grey color in dial is shown in pitcher, but when i received the Gray shade was entirly blue which is not as expected."
333,AVphgVaX1cnluZ0-DR74,5,Simple and Superb.Can match on any type of dress you wear....
8001,AVphgVaX1cnluZ0-DR74,5,I gifted this watch to my friend and he loved it. It was in perfect condition and is working properly.
369,AVqVGZN9QMlgsOJE6eUZ,5,"I love this product, dial is normal size compare to which is shown on the image. Fast track Original on best priceThanks to amazon"
1095,AVqVGZN9QMlgsOJE6eUZ,4,It’s a great watch at a reasonable price. I love the fact that it has a nice big dial and a smooth finish. It’s totally worth the money.
697,AVqVGZN9QMlgsOJE6eUZ,5,Cool looking watch.
767,AVqVGZN9QMlgsOJE6eUZ,5,"Amul's Famous Slogan, and ofcourse my favourite too""Utterly Butterly Delicious AMUL."
823,AVqVGZN9QMlgsOJE6eUZ,5,"Amazing product from Amul, the taste has remained same throughout the years and the quality is still awesome.And as always amazing delivery from amazon"
847,AVqVGZN9QMlgsOJE6eUZ,1,Amul supports anti-national channels so I am discontinuing use of the products and there are better butter available from local manufacturers.
853,AVqVGZN9QMlgsOJE6eUZ,5,Amul name is enough and Amazon service as usual prompt
858,AVpftoij1cnluZ0-p5n2,5,"In terms of flavour, others are far apart, can't really call anyone a competitor for amul butter, in India."
862,AVpftoij1cnluZ0-p5n2,5,It's amul. It's the best. I made this order after having checked more store in person. The store has more offers than online.
858,AVpftoij1cnluZ0-p5n2,5,Even after reporting to Amazon that this product is selling for more than it's MRP of 70/- ... The price here is not updated.The product itself it good.
862,AVpftoij1cnluZ0-p5n2,4,The product mrp shows ₹73 but charged ₹80 by Amazon Fresh. Product quality is good.
9696,B071VPLC99,4,The product is definitely paraben and sulphate free. However people who have very dry skin would need to apply it multiple times. Price is also quite competitive.
777,B071VPLC99,5,Using it from 2016 for my daughter..Her day starts with this lotion and before going to sleep she herself asks for lotion...
767,B071VPLC99,5,"So nice product, my skin is combination type (oily n dry), it works magically especially in winter. Gives u Extra softness.."
1080,B071VPLC99,4,My mom changed from ponds day n night cream after ages and the result is so good.
1077,B071VPLC99,5,"Taste is a matter of preference. Personally speaking, quite liked the taste and flavour of the brand"
1049,B071VPLC99,5,Have been using society since many yearsAlways the same taste and flavour
847,B071VPLC99,4,It is good for tea lovers who like their tea strong and straight.
1080,B071VPLC99,5,OK Product
858,B071VPLC99,5,Very tasty tea which we are using for long.
858,B071VPLC99,5,Tastes better than other products.delivered on time.planning to buy 1 kg pack...
1077,B071VPLC99,1,Received this product in damaged condition and it doesn’t come under returnable category. Since the seal is broken can’t use the product
1077,B071VPLC99,1,Product is fine. Package had a hole in it & tea powder leaked out.
1077,B071VPLC99,2,Society Masala Tea is far better than this one. Pack within expiry but due to storage conditions discolored.
1095,B071VPLC99,4,The tea is good. But old stock. Packed on October 2016. Best before 12 months of packing. So it's already outdated when received.
1095,B071VPLC99,1,The which has been sent looks like it's a fake product as there are lumps in it ... plus there a foul smell coming out of it please take it back and refund my money
767,B071VPLC99,3,Good but very spicy. Young people will like it but for old/children it is very strong.If mixed with normal tea then better.
1077,B071VPLC99,3,Good for the first time use. Later you get irritated due to the spices. May be they should have added more cardamom
1065,B071VPLC99,1,Nothing special. Need to mix in a lot of the powder to get a decent tasting cup of tea.
1065,B071WRP912,5,Excellent product.
853,B071WRP912,5,Good tea
1120,B071WRP912,5,Very fresh quality tee leaves
1077,B071WRP912,4,Fastest delivery by amazon prime... And great taste of the tea...the fragrance of it is just amazing... recommended to one and all..
847,B071WRP912,4,Good Product I liked It
1080,B071WRP912,5,"Perfect, no hassles"
1077,B071WRP912,5,Strong.Takes less time to brew.Good in taste.
1077,B071WRP912,1,The tea packet was torn . I would like this order replaced
847,B071WRP912,5,"Good package, it tastes good but quantity less when compared to red label, but the aroma is nice.... Over all satisfied with the taste...."
697,B071WRP912,3,Tata Agni Tea is value for money. It's MRP is 220/- . Overall good for buy. I recommend to buy this product. Go for cheaper tea.
949,B071WRP912,1,Packed is damaged if no replacement what we need to do pls confirm. Don't buy. Don't buy don't buy don't buy
1003,B071WRP912,5,"Excellent quality and looking cool when I wear this, the white dial is awesome and I like it more. Orange needles for time indication gives good look to watch."
684,AVpftoij1cnluZ0-p5n2,1,I want to buy it. But I can't see any buy options.I am really disappointed.I am also a old customer.
444,AVpftoij1cnluZ0-p5n2,1,Given only 1 packet whereas thy have put 8 packets in menu
1060,AVpftoij1cnluZ0-p5n2,1,Cheap very cheap
1060,AVpf_4sUilAPnD_xlwYV,5,"Instant , valuable time saving"
1060,AVpf_4sUilAPnD_xlwYV,1,Showing pack of 8 but received only 1 no
