,book_id,title,user_id,rating,review,sentiment,score,raw_ratings
69,1,Harry Potter and the Half-Blood Prince,33697,4,nice,0.6,2.4,4
70,1,Harry Potter and the Half-Blood Prince,33716,5,awesome,1,5,5
71,1,Harry Potter and the Half-Blood Prince,33872,5,best book,1,5,5
72,1,Harry Potter and the Half-Blood Prince,33890,3,ok,0.5,1.5,3
73,1,Harry Potter and the Half-Blood Prince,37284,5,nice story,0.6,3,4
74,1,Harry Potter and the Half-Blood Prince,37834,5,Excellent,1,5,5
75,1,Harry Potter and the Half-Blood Prince,38080,4,attractive book,0.8,3.2,4
76,1,Harry Potter and the Half-Blood Prince,38082,5,Excellent,1,5,5
77,1,Harry Potter and the Half-Blood Prince,38475,4,nice story,0.6,2.4,4
78,1,Harry Potter and the Half-Blood Prince,39423,3,ok,0.5,1.5,3
79,1,Harry Potter and the Half-Blood Prince,41074,3,not bad,-0.7,-2.1,1
80,1,Harry Potter and the Half-Blood Prince,42404,5,Great book,0.8,4,5
81,1,Harry Potter and the Half-Blood Prince,43985,4,fabulous,0.4,1.6,3
82,1,Harry Potter and the Half-Blood Prince,44243,2,bad quality book,-0.7,-1.4,1
83,1,Harry Potter and the Half-Blood Prince,44397,5,Great book,0.8,4,5
84,1,Harry Potter and the Half-Blood Prince,45269,4,Great book,0.8,3.2,4
85,1,Harry Potter and the Half-Blood Prince,45493,5,awesome,1,5,5
86,1,Harry Potter and the Half-Blood Prince,46977,4,best book,1,4,5
87,1,Harry Potter and the Half-Blood Prince,47476,4,attractive book,0.8,3.2,4
88,1,Harry Potter and the Half-Blood Prince,47746,5,very good,0.7,3.5,5
89,1,Harry Potter and the Half-Blood Prince,47800,5, Excellent,1,5,5
90,1,Harry Potter and the Half-Blood Prince,48482,3,not bad,-0.7,-2.1,1
91,1,Harry Potter and the Half-Blood Prince,49298,4,Excellent,1,4,5
92,1,Harry Potter and the Half-Blood Prince,50104,5,Great book,0.8,4,5
93,1,Harry Potter and the Half-Blood Prince,50342,3,not bad,-0.7,-2.1,1
94,1,Harry Potter and the Half-Blood Prince,51166,4,best book,1,4,5
95,1,Harry Potter and the Half-Blood Prince,51460,3,ok,0.5,1.5,3
96,1,Harry Potter and the Half-Blood Prince,51480,1,bad,-0.7,-0.7,2
97,1,Harry Potter and the Half-Blood Prince,51838,5,Great book,0.8,4,5
98,1,Harry Potter and the Half-Blood Prince,52036,2,bad,-0.7,-1.4,1
99,1,Harry Potter and the Half-Blood Prince,53245,4,attractive book,0.8,3.2,4
100,2,Harry Potter and the Order of the Phoenix,1169,3,ok,0.5,1.5,3
101,2,Harry Potter and the Order of the Phoenix,3022,4, A must read,0,0,3
102,2,Harry Potter and the Order of the Phoenix,3922,5,Mindblowing........speechless,0,0,3
103,2,Harry Potter and the Order of the Phoenix,5115,4, Enjoying Read With Good Quality,0.6,2.4,4
104,2,Harry Potter and the Order of the Phoenix,5436,5, Excellent,1,5,5
105,2,Harry Potter and the Order of the Phoenix,5461,4, good,0.7,2.8,4
106,2,Harry Potter and the Order of the Phoenix,5885,4,It's great,0.8,3.2,4
107,2,Harry Potter and the Order of the Phoenix,6063,1,Mood Spoiled,0,0,3
108,2,Harry Potter and the Order of the Phoenix,6342,3,"Good read, but slightly disappointing!",0.05,0.15,3
109,2,Harry Potter and the Order of the Phoenix,6630,5, Fantastic book,0.4,2,4
110,2,Harry Potter and the Order of the Phoenix,8167,2,"Not very good book, but OK",0.075,0.15,3
111,2,Harry Potter and the Order of the Phoenix,9731,4,Nice,0.6,2.4,4
112,2,Harry Potter and the Order of the Phoenix,10111,5, Great book for Harry Potter fans,0.8,4,5
113,2,Harry Potter and the Order of the Phoenix,10140,3, Satisfactory,0,0,3
114,2,Harry Potter and the Order of the Phoenix,10288,5,Must read book !,0,0,3
115,2,Harry Potter and the Order of the Phoenix,10509,2,most boring book of series,-1,-2,1
116,2,Harry Potter and the Order of the Phoenix,10610,5, A must read,0,0,3
117,2,Harry Potter and the Order of the Phoenix,10751,3,not bad,-0.7,-2.1,1
118,2,Harry Potter and the Order of the Phoenix,10944,5,Nice book,0.6,3,4
119,2,Harry Potter and the Order of the Phoenix,11285,4, A must read,0,0,3
120,2,Harry Potter and the Order of the Phoenix,11408,5,Awesome,1,5,5
121,2,Harry Potter and the Order of the Phoenix,11691,4,Nice book,0.6,2.4,4
122,2,Harry Potter and the Order of the Phoenix,11692,3,not bad,-0.7,-2.1,1
123,2,Harry Potter and the Order of the Phoenix,11868,5, A must read,0,0,3
124,2,Harry Potter and the Order of the Phoenix,11927,5, Excellent,1,5,5
125,2,Harry Potter and the Order of the Phoenix,11945,5, Absolutely Fantastic !!,0.4,2,4
126,2,Harry Potter and the Order of the Phoenix,12874,4,Nice book,0.6,2.4,4
127,2,Harry Potter and the Order of the Phoenix,12946,5,Nice book,0.6,3,4
128,2,Harry Potter and the Order of the Phoenix,13282,5, Excellent,1,5,5
129,2,Harry Potter and the Order of the Phoenix,13794,1,very boring,-1,-1,1
130,2,Harry Potter and the Order of the Phoenix,14372,3,good,0.7,2.1,4
131,2,Harry Potter and the Order of the Phoenix,14546,5, Excellent,1,5,5
132,2,Harry Potter and the Order of the Phoenix,14603,4,It's great,0.8,3.2,4
133,2,Harry Potter and the Order of the Phoenix,15604,4,Excellent,1,4,5
134,2,Harry Potter and the Order of the Phoenix,16913,2,very boring,-1,-2,1
135,2,Harry Potter and the Order of the Phoenix,17434,5,Great book,0.8,4,5
136,2,Harry Potter and the Order of the Phoenix,17566,4,Excellent,1,4,5
137,2,Harry Potter and the Order of the Phoenix,17643,1,very boring,-1,-1,1
138,2,Harry Potter and the Order of the Phoenix,17663,5, Excellent,1,5,5
139,2,Harry Potter and the Order of the Phoenix,17984,5,attractive book,0.8,4,5
140,2,Harry Potter and the Order of the Phoenix,18313,5,Great book,0.8,4,5
141,2,Harry Potter and the Order of the Phoenix,18361,4,attractive book,0.8,3.2,4
142,2,Harry Potter and the Order of the Phoenix,19526,4,best book,1,4,5
143,2,Harry Potter and the Order of the Phoenix,19724,5,nice,0.6,3,4
144,2,Harry Potter and the Order of the Phoenix,19729,4,awesome,1,4,5
145,2,Harry Potter and the Order of the Phoenix,19942,5,Great book,0.8,4,5
146,2,Harry Potter and the Order of the Phoenix,21217,4,awesome,1,4,5
147,2,Harry Potter and the Order of the Phoenix,21228,4,very good,0.7,2.8,4
148,2,Harry Potter and the Order of the Phoenix,21487,5, Great book for Harry Potter fans,0.8,4,5
149,2,Harry Potter and the Order of the Phoenix,21676,5,interesting,0.5,2.5,4
150,2,Harry Potter and the Order of the Phoenix,21733,5,awesome,1,5,5
151,2,Harry Potter and the Order of the Phoenix,22602,4,Fabulous story,0.4,1.6,3
152,2,Harry Potter and the Order of the Phoenix,23576,5,awesome,1,5,5
153,2,Harry Potter and the Order of the Phoenix,23612,5,Fabulous story,0.4,2,4
154,2,Harry Potter and the Order of the Phoenix,24499,5,fabulous,0.4,2,4
155,2,Harry Potter and the Order of the Phoenix,24834,4,fabulous,0.4,1.6,3
156,2,Harry Potter and the Order of the Phoenix,25164,4,Fabulous story,0.4,1.6,3
157,2,Harry Potter and the Order of the Phoenix,25182,5,very good,0.7,3.5,5
158,2,Harry Potter and the Order of the Phoenix,26145,4,Very Interesting,0.65,2.6,4
159,2,Harry Potter and the Order of the Phoenix,26629,4,fabulous,0.4,1.6,3
160,2,Harry Potter and the Order of the Phoenix,27499,5,Great book,0.8,4,5
161,2,Harry Potter and the Order of the Phoenix,28767,4,Excellent,1,4,5
162,2,Harry Potter and the Order of the Phoenix,30313,5,best book,1,5,5
163,2,Harry Potter and the Order of the Phoenix,30681,4,attractive book,0.8,3.2,4
164,2,Harry Potter and the Order of the Phoenix,30944,5,Fabulous story,0.4,2,4
165,2,Harry Potter and the Order of the Phoenix,32055,4,fabulous,0.4,1.6,3
166,2,Harry Potter and the Order of the Phoenix,32305,5,Fabulous story,0.4,2,4
167,2,Harry Potter and the Order of the Phoenix,32592,4,nice,0.6,2.4,4
168,2,Harry Potter and the Order of the Phoenix,32635,4,attractive book,0.8,3.2,4
169,2,Harry Potter and the Order of the Phoenix,32748,5,Fabulous story,0.4,2,4
170,2,Harry Potter and the Order of the Phoenix,32918,5,fabulous,0.4,2,4
171,2,Harry Potter and the Order of the Phoenix,33065,5,Very Interesting,0.65,3.25,4
172,2,Harry Potter and the Order of the Phoenix,33697,4,interesting,0.5,2,4
173,2,Harry Potter and the Order of the Phoenix,33716,5,Fabulous story,0.4,2,4
174,2,Harry Potter and the Order of the Phoenix,33872,5,awesome,1,5,5
175,2,Harry Potter and the Order of the Phoenix,36099,5,nice mystery,0.6,3,4
176,2,Harry Potter and the Order of the Phoenix,37834,4,very good,0.7,2.8,4
177,2,Harry Potter and the Order of the Phoenix,38082,5,fabulous,0.4,2,4
178,2,Harry Potter and the Order of the Phoenix,42404,5,Fabulous story,0.4,2,4
179,2,Harry Potter and the Order of the Phoenix,42508,4,interesting,0.5,2,4
180,2,Harry Potter and the Order of the Phoenix,42810,4,Fabulous story,0.4,1.6,3
181,2,Harry Potter and the Order of the Phoenix,45269,4,nice,0.6,2.4,4
182,2,Harry Potter and the Order of the Phoenix,45493,5,best book,1,5,5
183,2,Harry Potter and the Order of the Phoenix,46421,5,attractive book,0.8,4,5
184,2,Harry Potter and the Order of the Phoenix,46977,3,can do better,0.5,1.5,3
185,2,Harry Potter and the Order of the Phoenix,47476,3,not bad,-0.7,-2.1,1
186,2,Harry Potter and the Order of the Phoenix,47478,2,very boring,-1,-2,1
187,2,Harry Potter and the Order of the Phoenix,47800,5,Fabulous story,0.4,2,4
188,2,Harry Potter and the Order of the Phoenix,48482,5,interesting,0.5,2.5,4
189,2,Harry Potter and the Order of the Phoenix,48559,5,Fabulous story,0.4,2,4
190,2,Harry Potter and the Order of the Phoenix,48687,1,bad quality book,-0.7,-0.7,2
191,2,Harry Potter and the Order of the Phoenix,49298,5,interesting,0.5,2.5,4
192,2,Harry Potter and the Order of the Phoenix,50096,5,Excellent,1,5,5
193,2,Harry Potter and the Order of the Phoenix,50104,5,Fabulous story,0.4,2,4
194,2,Harry Potter and the Order of the Phoenix,50133,5,awesome,1,5,5
195,2,Harry Potter and the Order of the Phoenix,51166,5,interesting,0.5,2.5,4
196,2,Harry Potter and the Order of the Phoenix,51460,4,best book,1,4,5
197,2,Harry Potter and the Order of the Phoenix,51838,4,very good,0.7,2.8,4
198,2,Harry Potter and the Order of the Phoenix,52036,3,nice content,0.6,1.8,3
199,2,Harry Potter and the Order of the Phoenix,53292,5,fabulous,0.4,2,4
200,3,Harry Potter and the Philosopher's Stone,314,3,A moderate start to an epic world and story!,0.05,0.15,3
201,3,Harry Potter and the Philosopher's Stone,588,1,Condition of the Book is bad.,-0.7,-0.7,2
202,3,Harry Potter and the Philosopher's Stone,2077,2,Condition of the Book is bad.,-0.7,-1.4,1
203,3,Harry Potter and the Philosopher's Stone,2487,3,The Book Was slightly Damaged.,-0.166666667,-0.5,2
204,3,Harry Potter and the Philosopher's Stone,2900,3,A moderate start ,0,0,3
205,3,Harry Potter and the Philosopher's Stone,3662,4,Love it.,0.5,2,4
206,3,Harry Potter and the Philosopher's Stone,4536,1,Bad quality ,-0.7,-0.7,2
207,3,Harry Potter and the Philosopher's Stone,5115,4, An Awesome Beginning,1,4,5
208,3,Harry Potter and the Philosopher's Stone,5272,5,Love it.,0.5,2.5,4
209,3,Harry Potter and the Philosopher's Stone,5461,2,The Book Was slightly Damaged.,-0.166666667,-0.333333333,2
210,3,Harry Potter and the Philosopher's Stone,5885,4,Love it.,0.5,2,4
211,3,Harry Potter and the Philosopher's Stone,6063,5,Thanks J.K Rowling and amazon,0.2,1,3
212,3,Harry Potter and the Philosopher's Stone,6630,5,Love it.,0.5,2.5,4
213,3,Harry Potter and the Philosopher's Stone,6634,3, amazing,0.6,1.8,3
214,3,Harry Potter and the Philosopher's Stone,7001,4,Page Turner!,0,0,3
215,3,Harry Potter and the Philosopher's Stone,9246,1,Bad quality ,-0.7,-0.7,2
216,3,Harry Potter and the Philosopher's Stone,9731,2,Condition of the Book is bad.,-0.7,-1.4,1
217,3,Harry Potter and the Philosopher's Stone,9771,3,A moderate start ,0,0,3
218,3,Harry Potter and the Philosopher's Stone,10140,3, amazing,0.6,1.8,3
219,3,Harry Potter and the Philosopher's Stone,10246,1, Average,-0.15,-0.15,2
220,3,Harry Potter and the Philosopher's Stone,10249,5, An Awesome Beginning,1,5,5
221,3,Harry Potter and the Philosopher's Stone,10509,1,waste,-0.2,-0.2,2
222,3,Harry Potter and the Philosopher's Stone,10610,1,Bad quality print,-0.7,-0.7,2
223,3,Harry Potter and the Philosopher's Stone,10751,1,waste,-0.2,-0.2,2
224,3,Harry Potter and the Philosopher's Stone,10944,1,Bad quality ,-0.7,-0.7,2
225,3,Harry Potter and the Philosopher's Stone,11285,2, Average,-0.15,-0.3,2
226,3,Harry Potter and the Philosopher's Stone,11408,3,good,0.7,2.1,4
227,3,Harry Potter and the Philosopher's Stone,11599,4,Page Turner!,0,0,3
228,3,Harry Potter and the Philosopher's Stone,11854,1,Good book Bad delivery,5.55E-17,5.55E-17,3
229,3,Harry Potter and the Philosopher's Stone,11927,4,Page Turner!,0,0,3
230,3,Harry Potter and the Philosopher's Stone,12471,2,Damage,0,0,3
231,3,Harry Potter and the Philosopher's Stone,12946,4, amazing,0.6,2.4,4
232,3,Harry Potter and the Philosopher's Stone,13274,5, An absolute gem,0.2,1,3
233,3,Harry Potter and the Philosopher's Stone,13282,5,fabulous,0.4,2,4
234,3,Harry Potter and the Philosopher's Stone,13794,1,very boring,-1,-1,1
235,3,Harry Potter and the Philosopher's Stone,14546,5,awesome,1,5,5
236,3,Harry Potter and the Philosopher's Stone,15604,1,very boring,-1,-1,1
237,3,Harry Potter and the Philosopher's Stone,16377,1,very boring,-1,-1,1
238,3,Harry Potter and the Philosopher's Stone,16569,1,bad quality book,-0.7,-0.7,2
239,3,Harry Potter and the Philosopher's Stone,16913,4,Very Interesting,0.65,2.6,4
240,3,Harry Potter and the Philosopher's Stone,17434,4,best book,1,4,5
241,3,Harry Potter and the Philosopher's Stone,17663,4,interesting,0.5,2,4
242,3,Harry Potter and the Philosopher's Stone,18031,3,can do better,0.5,1.5,3
243,3,Harry Potter and the Philosopher's Stone,18313,5,awesome,1,5,5
244,3,Harry Potter and the Philosopher's Stone,19724,4,Very Interesting,0.65,2.6,4
245,3,Harry Potter and the Philosopher's Stone,19942,4,interesting,0.5,2,4
246,3,Harry Potter and the Philosopher's Stone,19984,2,very boring,-1,-2,1
247,3,Harry Potter and the Philosopher's Stone,20076,3,not bad,-0.7,-2.1,1
248,3,Harry Potter and the Philosopher's Stone,20782,4,very good,0.7,2.8,4
249,3,Harry Potter and the Philosopher's Stone,20848,4,awesome,1,4,5
250,3,Harry Potter and the Philosopher's Stone,21228,3,not bad,-0.7,-2.1,1
251,3,Harry Potter and the Philosopher's Stone,21487,3,not bad,-0.7,-2.1,1
252,3,Harry Potter and the Philosopher's Stone,21733,1,bad,-0.7,-0.7,2
253,3,Harry Potter and the Philosopher's Stone,22602,3,ok,0.5,1.5,3
254,3,Harry Potter and the Philosopher's Stone,23576,1,bad,-0.7,-0.7,2
255,3,Harry Potter and the Philosopher's Stone,23612,3,not bad,-0.7,-2.1,1
256,3,Harry Potter and the Philosopher's Stone,24326,3,not bad,-0.7,-2.1,1
257,3,Harry Potter and the Philosopher's Stone,24389,3,not bad,-0.7,-2.1,1
258,3,Harry Potter and the Philosopher's Stone,25182,3,not bad,-0.7,-2.1,1
259,3,Harry Potter and the Philosopher's Stone,25214,1,bad quality book,-0.7,-0.7,2
260,3,Harry Potter and the Philosopher's Stone,26398,2,bad quality book,-0.7,-1.4,1
261,3,Harry Potter and the Philosopher's Stone,26629,4,nice,0.6,2.4,4
262,3,Harry Potter and the Philosopher's Stone,28767,3,not bad,-0.7,-2.1,1
263,3,Harry Potter and the Philosopher's Stone,29703,1,bad,-0.7,-0.7,2
264,3,Harry Potter and the Philosopher's Stone,30681,4,best book,1,4,5
265,3,Harry Potter and the Philosopher's Stone,32305,1,very boring,-1,-1,1
266,3,Harry Potter and the Philosopher's Stone,32592,5,Very Interesting,0.65,3.25,4
267,3,Harry Potter and the Philosopher's Stone,32635,4,very good,0.7,2.8,4
268,3,Harry Potter and the Philosopher's Stone,32918,5,very good,0.7,3.5,5
269,3,Harry Potter and the Philosopher's Stone,33065,1,very boring,-1,-1,1
270,3,Harry Potter and the Philosopher's Stone,33716,3,can do better,0.5,1.5,3
271,3,Harry Potter and the Philosopher's Stone,36099,4,Interesting,0.5,2,4
272,3,Harry Potter and the Philosopher's Stone,36240,2,bad quality book,-0.7,-1.4,1
273,3,Harry Potter and the Philosopher's Stone,37284,1,very boring,-1,-1,1
274,3,Harry Potter and the Philosopher's Stone,37834,4,Excellent,1,4,5
275,3,Harry Potter and the Philosopher's Stone,37855,3,not bad,-0.7,-2.1,1
276,3,Harry Potter and the Philosopher's Stone,38080,5,fabulous,0.4,2,4
277,3,Harry Potter and the Philosopher's Stone,38082,3,good,0.7,2.1,4
278,3,Harry Potter and the Philosopher's Stone,38475,3,good,0.7,2.1,4
279,3,Harry Potter and the Philosopher's Stone,42404,5,favourite book,0,0,3
280,3,Harry Potter and the Philosopher's Stone,43602,4,favourite book,0,0,3
281,3,Harry Potter and the Philosopher's Stone,43985,2,very boring,-1,-2,1
282,3,Harry Potter and the Philosopher's Stone,46977,2,bad quality book,-0.7,-1.4,1
283,3,Harry Potter and the Philosopher's Stone,47746,5,very good,0.7,3.5,5
284,3,Harry Potter and the Philosopher's Stone,48482,3,not bad,-0.7,-2.1,1
285,3,Harry Potter and the Philosopher's Stone,48687,1,bad quality book,-0.7,-0.7,2
286,3,Harry Potter and the Philosopher's Stone,49288,5,Excellent,1,5,5
287,3,Harry Potter and the Philosopher's Stone,49289,5,awesome,1,5,5
288,3,Harry Potter and the Philosopher's Stone,49295,5,favourite book,0,0,3
289,3,Harry Potter and the Philosopher's Stone,49297,5,attractive book,0.8,4,5
290,3,Harry Potter and the Philosopher's Stone,49298,1,bad,-0.7,-0.7,2
291,3,Harry Potter and the Philosopher's Stone,50096,5,favourite book,0,0,3
292,3,Harry Potter and the Philosopher's Stone,50101,5,best book,1,5,5
293,3,Harry Potter and the Philosopher's Stone,50102,5,fabulous,0.4,2,4
294,3,Harry Potter and the Philosopher's Stone,50104,5,Excellent,1,5,5
295,3,Harry Potter and the Philosopher's Stone,50133,5,favourite book,0,0,3
296,3,Harry Potter and the Philosopher's Stone,51166,3,not bad,-0.7,-2.1,1
297,3,Harry Potter and the Philosopher's Stone,51460,2,bad quality book,-0.7,-1.4,1
298,3,Harry Potter and the Philosopher's Stone,52036,1,bad quality book,-0.7,-0.7,2
299,3,Harry Potter and the Philosopher's Stone,53292,5,fabulous,0.4,2,4
300,4,Harry Potter and the Goblet of Fire,439,5,This is also my favourite book in the Harry Potter series till now,0,0,3
301,4,Harry Potter and the Goblet of Fire,1169,5,favourite book,0,0,3
302,4,Harry Potter and the Goblet of Fire,2324,5,GREAT book,0.8,4,5
303,4,Harry Potter and the Goblet of Fire,2487,5,Extraordinary,0.333333333,1.666666667,3
304,4,Harry Potter and the Goblet of Fire,3739,5, A Magical Adventure indeed,0.5,2.5,4
305,4,Harry Potter and the Goblet of Fire,3922,4,A splendid read with an amazing twist!!,0.716666667,2.866666667,4
306,4,Harry Potter and the Goblet of Fire,4606,1,bad,-0.7,-0.7,2
307,4,Harry Potter and the Goblet of Fire,5115,5,favourite book,0,0,3
308,4,Harry Potter and the Goblet of Fire,5436,5,favourite book,0,0,3
309,4,Harry Potter and the Goblet of Fire,6342,5,Extraordinary,0.333333333,1.666666667,3
310,4,Harry Potter and the Goblet of Fire,6630,4,amazing twist!!,0.6,2.4,4
311,4,Harry Potter and the Goblet of Fire,8167,5,GREAT book,0.8,4,5
312,4,Harry Potter and the Goblet of Fire,8178,5,excellent,1,5,5
313,4,Harry Potter and the Goblet of Fire,9246,4,Fabulous story,0.4,1.6,3
314,4,Harry Potter and the Goblet of Fire,10140,4,Magical Adventure,0.5,2,4
315,4,Harry Potter and the Goblet of Fire,11285,3,Good,0.7,2.1,4
316,4,Harry Potter and the Goblet of Fire,11691,5,Extraordinary,0.333333333,1.666666667,3
317,4,Harry Potter and the Goblet of Fire,11692,5,excellent,1,5,5
318,4,Harry Potter and the Goblet of Fire,11868,3,Good,0.7,2.1,4
319,4,Harry Potter and the Goblet of Fire,11945,5,Fabulous story from Joanne Rowling,0.4,2,4
320,4,Harry Potter and the Goblet of Fire,12381,5," Fun,Laughter,Friendship and Darkness all together!",0.3,1.5,3
321,4,Harry Potter and the Goblet of Fire,12874,5,Fabulous ,0.4,2,4
322,4,Harry Potter and the Goblet of Fire,12946,5,Fabulous story,0.4,2,4
323,4,Harry Potter and the Goblet of Fire,13034,4,Good product.,0.7,2.8,4
324,4,Harry Potter and the Goblet of Fire,13776,4,Good,0.7,2.8,4
325,4,Harry Potter and the Goblet of Fire,13794,4,Good,0.7,2.8,4
326,4,Harry Potter and the Goblet of Fire,14192,4,Good,0.7,2.8,4
327,4,Harry Potter and the Goblet of Fire,14207,3, Fun more than its movie,0.3,0.9,3
328,4,Harry Potter and the Goblet of Fire,14546,5,interesting,0.5,2.5,4
329,4,Harry Potter and the Goblet of Fire,14603,5,best book,1,5,5
330,4,Harry Potter and the Goblet of Fire,15604,3,Interesting,0.5,1.5,3
331,4,Harry Potter and the Goblet of Fire,17228,5,awesome,1,5,5
332,4,Harry Potter and the Goblet of Fire,17643,5,true friendship,0.35,1.75,3
333,4,Harry Potter and the Goblet of Fire,17663,5,fabulous,0.4,2,4
334,4,Harry Potter and the Goblet of Fire,17984,5,Interesting,0.5,2.5,4
335,4,Harry Potter and the Goblet of Fire,18031,5,awesome,1,5,5
336,4,Harry Potter and the Goblet of Fire,18313,5,nice,0.6,3,4
337,4,Harry Potter and the Goblet of Fire,19526,5,Interesting,0.5,2.5,4
